2020-03-14 08:01:00,math, 1.66
2020-03-14 08:01:00,memory, 28
2020-03-15 08:01:00,math, 3.65
2020-03-15 08:01:00,memory, 15
2020-03-16 08:01:00,math, 3.85
2020-03-16 08:01:00,memory, 28
2020-03-17 08:01:00,math, 3.22
2020-03-17 08:01:00,memory, 27
2020-03-18 08:01:00,math, 1.97
2020-03-18 08:01:00,memory, 8
2020-03-19 08:01:00,math, 1.59
2020-03-19 08:01:00,memory, 11
2020-03-20 08:01:00,math, 1.37
2020-03-20 08:01:00,memory, 10
2020-03-21 08:01:00,math, 2.28
2020-03-21 08:01:00,memory, 9
2020-03-22 08:01:00,math, 0.24
2020-03-22 08:01:00,memory, 8
2020-03-23 08:01:00,math, 3.45
2020-03-23 08:01:00,memory, 22
2020-03-24 08:01:00,math, 2.77
2020-03-24 08:01:00,memory, 18
2020-03-25 08:01:00,math, 0.01
2020-03-25 08:01:00,memory, 17
2020-03-26 08:01:00,math, 2.99
2020-03-26 08:01:00,memory, 18
2020-03-27 08:01:00,math, 1.4
2020-03-27 08:01:00,memory, 24
2020-03-28 08:01:00,math, 0.27
2020-03-28 08:01:00,memory, 20
2020-03-29 08:01:00,math, 2.73
2020-03-29 08:01:00,memory, 17
2020-03-30 08:01:00,math, 3.44
2020-03-30 08:01:00,memory, 8
2020-03-31 08:01:00,math, 0.02
2020-03-31 08:01:00,memory, 13
2020-04-01 08:01:00,math, 3.2
2020-04-01 08:01:00,memory, 13
2020-04-02 08:01:00,math, 1.61
2020-04-02 08:01:00,memory, 19
2020-04-03 08:01:00,math, 2.84
2020-04-03 08:01:00,memory, 25
2020-04-04 08:01:00,math, 3.12
2020-04-04 08:01:00,memory, 23
2020-04-05 08:01:00,math, 1.03
2020-04-05 08:01:00,memory, 12
2020-04-06 08:01:00,math, 2.71
2020-04-06 08:01:00,memory, 10
2020-04-07 08:01:00,math, 0.71
2020-04-07 08:01:00,memory, 17
2020-04-08 08:01:00,math, 0.85
2020-04-08 08:01:00,memory, 30
2020-04-09 08:01:00,math, 2.65
2020-04-09 08:01:00,memory, 17
2020-04-10 08:01:00,math, 3.18
2020-04-10 08:01:00,memory, 27
2020-04-11 08:01:00,math, 3.24
2020-04-11 08:01:00,memory, 23
2020-04-12 08:01:00,math, 1.23
2020-04-12 08:01:00,memory, 12
2020-04-13 08:01:00,math, 1.52
2020-04-13 08:01:00,memory, 17
2020-04-14 08:01:00,math, 1.43
2020-04-14 08:01:00,memory, 27
2020-04-15 08:01:00,math, 2.75
2020-04-15 08:01:00,memory, 25
2020-04-16 08:01:00,math, 0.52
2020-04-16 08:01:00,memory, 9
2020-04-17 08:01:00,math, 2.37
2020-04-17 08:01:00,memory, 23
2020-04-18 08:01:00,math, 2.63
2020-04-18 08:01:00,memory, 24
2020-04-19 08:01:00,math, 0.71
2020-04-19 08:01:00,memory, 26
2020-04-20 08:01:00,math, 2.99
2020-04-20 08:01:00,memory, 23
2020-04-21 08:01:00,math, 3.3
2020-04-21 08:01:00,memory, 21
2020-04-22 08:01:00,math, 3.96
2020-04-22 08:01:00,memory, 15
2020-04-23 08:01:00,math, 0.43
2020-04-23 08:01:00,memory, 13
2020-04-24 08:01:00,math, 3.5
2020-04-24 08:01:00,memory, 15
2020-04-25 08:01:00,math, 2.86
2020-04-25 08:01:00,memory, 18
2020-04-26 08:01:00,math, 3.66
2020-04-26 08:01:00,memory, 28
2020-04-27 08:01:00,math, 3.92
2020-04-27 08:01:00,memory, 12
2020-04-28 08:01:00,math, 0.32
2020-04-28 08:01:00,memory, 30
2020-04-29 08:01:00,math, 3.41
2020-04-29 08:01:00,memory, 15
2020-04-30 08:01:00,math, 1.97
2020-04-30 08:01:00,memory, 20
2020-05-01 08:01:00,math, 1.01
2020-05-01 08:01:00,memory, 19
2020-05-02 08:01:00,math, 0.94
2020-05-02 08:01:00,memory, 22
2020-05-03 08:01:00,math, 2.99
2020-05-03 08:01:00,memory, 8
2020-05-04 08:01:00,math, 3.58
2020-05-04 08:01:00,memory, 23
2020-05-05 08:01:00,math, 2.88
2020-05-05 08:01:00,memory, 19
2020-05-06 08:01:00,math, 3.3
2020-05-06 08:01:00,memory, 23
2020-05-07 08:01:00,math, 3.52
2020-05-07 08:01:00,memory, 30
2020-05-08 08:01:00,math, 0.89
2020-05-08 08:01:00,memory, 22
2020-05-09 08:01:00,math, 3.74
2020-05-09 08:01:00,memory, 11
2020-05-10 08:01:00,math, 0.58
2020-05-10 08:01:00,memory, 11
2020-05-11 08:01:00,math, 0.23
2020-05-11 08:01:00,memory, 19
2020-05-12 08:01:00,math, 1.07
2020-05-12 08:01:00,memory, 28
2020-05-13 08:01:00,math, 3.98
2020-05-13 08:01:00,memory, 18
2020-05-14 08:01:00,math, 2.48
2020-05-14 08:01:00,memory, 17
2020-05-15 08:01:00,math, 0.22
2020-05-15 08:01:00,memory, 22
2020-05-16 08:01:00,math, 1.28
2020-05-16 08:01:00,memory, 27
2020-05-17 08:01:00,math, 2.59
2020-05-17 08:01:00,memory, 29
2020-05-18 08:01:00,math, 1.58
2020-05-18 08:01:00,memory, 10
2020-05-19 08:01:00,math, 3.45
2020-05-19 08:01:00,memory, 10
2020-05-20 08:01:00,math, 2.21
2020-05-20 08:01:00,memory, 19
2020-05-21 08:01:00,math, 3.01
2020-05-21 08:01:00,memory, 17
2020-05-22 08:01:00,math, 1.7
2020-05-22 08:01:00,memory, 22
2020-05-23 08:01:00,math, 3.46
2020-05-23 08:01:00,memory, 17
2020-05-24 08:01:00,math, 2.56
2020-05-24 08:01:00,memory, 17
2020-05-25 08:01:00,math, 1.39
2020-05-25 08:01:00,memory, 15
2020-05-26 08:01:00,math, 3.65
2020-05-26 08:01:00,memory, 20
2020-05-27 08:01:00,math, 1.81
2020-05-27 08:01:00,memory, 11
2020-05-28 08:01:00,math, 3.59
2020-05-28 08:01:00,memory, 23
2020-05-29 08:01:00,math, 3.34
2020-05-29 08:01:00,memory, 13
2020-05-30 08:01:00,math, 0.34
2020-05-30 08:01:00,memory, 11
2020-05-31 08:01:00,math, 1.46
2020-05-31 08:01:00,memory, 19
2020-06-01 08:01:00,math, 3.42
2020-06-01 08:01:00,memory, 15
2020-06-02 08:01:00,math, 1.93
2020-06-02 08:01:00,memory, 28
2020-06-03 08:01:00,math, 2.89
2020-06-03 08:01:00,memory, 14
2020-06-04 08:01:00,math, 3.12
2020-06-04 08:01:00,memory, 22
2020-06-05 08:01:00,math, 1.15
2020-06-05 08:01:00,memory, 27
2020-06-06 08:01:00,math, 2.78
2020-06-06 08:01:00,memory, 25
2020-06-07 08:01:00,math, 0.06
2020-06-07 08:01:00,memory, 27
2020-06-08 08:01:00,math, 1.46
2020-06-08 08:01:00,memory, 14
2020-06-09 08:01:00,math, 0.83
2020-06-09 08:01:00,memory, 13
2020-06-10 08:01:00,math, 3.65
2020-06-10 08:01:00,memory, 27
2020-06-11 08:01:00,math, 2.51
2020-06-11 08:01:00,memory, 23
2020-06-12 08:01:00,math, 3.26
2020-06-12 08:01:00,memory, 19
2020-06-13 08:01:00,math, 1.16
2020-06-13 08:01:00,memory, 12
2020-06-14 08:01:00,math, 3.08
2020-06-14 08:01:00,memory, 21
2020-06-15 08:01:00,math, 1.51
2020-06-15 08:01:00,memory, 22
2020-06-16 08:01:00,math, 1.81
2020-06-16 08:01:00,memory, 18
2020-06-17 08:01:00,math, 0.06
2020-06-17 08:01:00,memory, 21
2020-06-18 08:01:00,math, 3.99
2020-06-18 08:01:00,memory, 24
2020-06-19 08:01:00,math, 0.48
2020-06-19 08:01:00,memory, 12
2020-06-20 08:01:00,math, 3.67
2020-06-20 08:01:00,memory, 25
2020-06-21 08:01:00,math, 2.52
2020-06-21 08:01:00,memory, 16
2020-06-22 08:01:00,math, 1.34
2020-06-22 08:01:00,memory, 11
2020-06-23 08:01:00,math, 3.43
2020-06-23 08:01:00,memory, 26
2020-06-24 08:01:00,math, 2.06
2020-06-24 08:01:00,memory, 13
2020-06-25 08:01:00,math, 0.36
2020-06-25 08:01:00,memory, 26
2020-06-26 08:01:00,math, 0.42
2020-06-26 08:01:00,memory, 15
2020-06-27 08:01:00,math, 1.81
2020-06-27 08:01:00,memory, 15
2020-06-28 08:01:00,math, 0.52
2020-06-28 08:01:00,memory, 23
2020-06-29 08:01:00,math, 3.91
2020-06-29 08:01:00,memory, 10
2020-06-30 08:01:00,math, 1.04
2020-06-30 08:01:00,memory, 12
2020-07-01 08:01:00,math, 2.54
2020-07-01 08:01:00,memory, 9
2020-07-02 08:01:00,math, 3.12
2020-07-02 08:01:00,memory, 9
2020-07-03 08:01:00,math, 1.21
2020-07-03 08:01:00,memory, 29
2020-07-04 08:01:00,math, 2.94
2020-07-04 08:01:00,memory, 17
2020-07-05 08:01:00,math, 0.06
2020-07-05 08:01:00,memory, 12
2020-07-06 08:01:00,math, 1.43
2020-07-06 08:01:00,memory, 17
2020-07-07 08:01:00,math, 0.82
2020-07-07 08:01:00,memory, 21
2020-07-08 08:01:00,math, 0.81
2020-07-08 08:01:00,memory, 15
2020-07-09 08:01:00,math, 0.57
2020-07-09 08:01:00,memory, 16
2020-07-10 08:01:00,math, 0.97
2020-07-10 08:01:00,memory, 15
2020-07-11 08:01:00,math, 2.66
2020-07-11 08:01:00,memory, 18
2020-07-12 08:01:00,math, 1.54
2020-07-12 08:01:00,memory, 14
2020-07-13 08:01:00,math, 1.38
2020-07-13 08:01:00,memory, 13
2020-07-14 08:01:00,math, 0.8
2020-07-14 08:01:00,memory, 17
2020-07-15 08:01:00,math, 2.97
2020-07-15 08:01:00,memory, 19
2020-07-16 08:01:00,math, 2.43
2020-07-16 08:01:00,memory, 24
2020-07-17 08:01:00,math, 0.42
2020-07-17 08:01:00,memory, 25
2020-07-18 08:01:00,math, 3.27
2020-07-18 08:01:00,memory, 11
2020-07-19 08:01:00,math, 3.27
2020-07-19 08:01:00,memory, 8
2020-07-20 08:01:00,math, 1.55
2020-07-20 08:01:00,memory, 13
2020-07-21 08:01:00,math, 2.99
2020-07-21 08:01:00,memory, 8
2020-07-22 08:01:00,math, 1.94
2020-07-22 08:01:00,memory, 18
2020-07-23 08:01:00,math, 3.3
2020-07-23 08:01:00,memory, 15
2020-07-24 08:01:00,math, 2.68
2020-07-24 08:01:00,memory, 19
2020-07-25 08:01:00,math, 3.99
2020-07-25 08:01:00,memory, 22
2020-07-26 08:01:00,math, 0.27
2020-07-26 08:01:00,memory, 22
2020-07-27 08:01:00,math, 2.84
2020-07-27 08:01:00,memory, 8
2020-07-28 08:01:00,math, 2.15
2020-07-28 08:01:00,memory, 8
2020-07-29 08:01:00,math, 2.7
2020-07-29 08:01:00,memory, 12
2020-07-30 08:01:00,math, 0.73
2020-07-30 08:01:00,memory, 14
2020-07-31 08:01:00,math, 0.68
2020-07-31 08:01:00,memory, 24
2020-08-01 08:01:00,math, 2.53
2020-08-01 08:01:00,memory, 13
2020-08-02 08:01:00,math, 2.9
2020-08-02 08:01:00,memory, 8
2020-08-03 08:01:00,math, 0.56
2020-08-03 08:01:00,memory, 23
2020-08-04 08:01:00,math, 0.57
2020-08-04 08:01:00,memory, 25
2020-08-05 08:01:00,math, 1.35
2020-08-05 08:01:00,memory, 16
2020-08-06 08:01:00,math, 2.48
2020-08-06 08:01:00,memory, 14
2020-08-07 08:01:00,math, 2.93
2020-08-07 08:01:00,memory, 16
2020-08-08 08:01:00,math, 1.97
2020-08-08 08:01:00,memory, 11
2020-08-09 08:01:00,math, 0.05
2020-08-09 08:01:00,memory, 21
2020-08-10 08:01:00,math, 2.34
2020-08-10 08:01:00,memory, 10
2020-08-11 08:01:00,math, 0.7
2020-08-11 08:01:00,memory, 14
2020-08-12 08:01:00,math, 3.14
2020-08-12 08:01:00,memory, 28
2020-08-13 08:01:00,math, 3.74
2020-08-13 08:01:00,memory, 23
2020-08-14 08:01:00,math, 2.13
2020-08-14 08:01:00,memory, 16
2020-08-15 08:01:00,math, 3.75
2020-08-15 08:01:00,memory, 10
2020-08-16 08:01:00,math, 3.16
2020-08-16 08:01:00,memory, 27
2020-08-17 08:01:00,math, 2.12
2020-08-17 08:01:00,memory, 9
2020-08-18 08:01:00,math, 3.57
2020-08-18 08:01:00,memory, 15
2020-08-19 08:01:00,math, 1.79
2020-08-19 08:01:00,memory, 10
2020-08-20 08:01:00,math, 0.44
2020-08-20 08:01:00,memory, 8
2020-08-21 08:01:00,math, 2.88
2020-08-21 08:01:00,memory, 27
2020-08-22 08:01:00,math, 0.5
2020-08-22 08:01:00,memory, 20
2020-08-23 08:01:00,math, 2.18
2020-08-23 08:01:00,memory, 30
2020-08-24 08:01:00,math, 0.48
2020-08-24 08:01:00,memory, 9
2020-08-25 08:01:00,math, 2.77
2020-08-25 08:01:00,memory, 12
2020-08-26 08:01:00,math, 3.67
2020-08-26 08:01:00,memory, 23
2020-08-27 08:01:00,math, 2.57
2020-08-27 08:01:00,memory, 11
2020-08-28 08:01:00,math, 0.57
2020-08-28 08:01:00,memory, 24
2020-08-29 08:01:00,math, 1.18
2020-08-29 08:01:00,memory, 22
2020-08-30 08:01:00,math, 2.18
2020-08-30 08:01:00,memory, 13
2020-08-31 08:01:00,math, 1.62
2020-08-31 08:01:00,memory, 24
2020-09-01 08:01:00,math, 2.25
2020-09-01 08:01:00,memory, 13
2020-09-02 08:01:00,math, 3.85
2020-09-02 08:01:00,memory, 9
2020-09-03 08:01:00,math, 1.67
2020-09-03 08:01:00,memory, 14
2020-09-04 08:01:00,math, 1.51
2020-09-04 08:01:00,memory, 30
2020-09-05 08:01:00,math, 2.8
2020-09-05 08:01:00,memory, 27
2020-09-06 08:01:00,math, 1.4
2020-09-06 08:01:00,memory, 14
2020-09-07 08:01:00,math, 3.61
2020-09-07 08:01:00,memory, 29
2020-09-08 08:01:00,math, 0.69
2020-09-08 08:01:00,memory, 27
2020-09-09 08:01:00,math, 1.91
2020-09-09 08:01:00,memory, 24
2020-09-10 08:01:00,math, 2.9
2020-09-10 08:01:00,memory, 19
2020-09-11 08:01:00,math, 2.13
2020-09-11 08:01:00,memory, 11
2020-09-12 08:01:00,math, 2.14
2020-09-12 08:01:00,memory, 10
2020-09-13 08:01:00,math, 1.85
2020-09-13 08:01:00,memory, 29
2020-09-14 08:01:00,math, 2.81
2020-09-14 08:01:00,memory, 14
2020-09-15 08:01:00,math, 3.83
2020-09-15 08:01:00,memory, 23
2020-09-16 08:01:00,math, 0.16
2020-09-16 08:01:00,memory, 30
2020-09-17 08:01:00,math, 1.52
2020-09-17 08:01:00,memory, 23
2020-09-18 08:01:00,math, 3.34
2020-09-18 08:01:00,memory, 20
2020-09-19 08:01:00,math, 2.08
2020-09-19 08:01:00,memory, 19
2020-09-20 08:01:00,math, 0.64
2020-09-20 08:01:00,memory, 15
2020-09-21 08:01:00,math, 3.76
2020-09-21 08:01:00,memory, 20
2020-09-22 08:01:00,math, 1.14
2020-09-22 08:01:00,memory, 17
2020-09-23 08:01:00,math, 2.83
2020-09-23 08:01:00,memory, 14
2020-09-24 08:01:00,math, 2.56
2020-09-24 08:01:00,memory, 8
2020-09-25 08:01:00,math, 3.88
2020-09-25 08:01:00,memory, 14
2020-09-26 08:01:00,math, 1.36
2020-09-26 08:01:00,memory, 26
2020-09-27 08:01:00,math, 0.57
2020-09-27 08:01:00,memory, 12
2020-09-28 08:01:00,math, 3.87
2020-09-28 08:01:00,memory, 26
2020-09-29 08:01:00,math, 2.48
2020-09-29 08:01:00,memory, 22
2020-09-30 08:01:00,math, 0.49
2020-09-30 08:01:00,memory, 15
2020-10-01 08:01:00,math, 1.3
2020-10-01 08:01:00,memory, 15
2020-10-02 08:01:00,math, 3.48
2020-10-02 08:01:00,memory, 20
2020-10-03 08:01:00,math, 3.18
2020-10-03 08:01:00,memory, 11
2020-10-04 08:01:00,math, 3.72
2020-10-04 08:01:00,memory, 28
2020-10-05 08:01:00,math, 3.37
2020-10-05 08:01:00,memory, 29
2020-10-06 08:01:00,math, 0.58
2020-10-06 08:01:00,memory, 16
2020-10-07 08:01:00,math, 1.85
2020-10-07 08:01:00,memory, 22
2020-10-08 08:01:00,math, 1.11
2020-10-08 08:01:00,memory, 29
2020-10-09 08:01:00,math, 0.96
2020-10-09 08:01:00,memory, 22
2020-10-10 08:01:00,math, 0.6
2020-10-10 08:01:00,memory, 11
2020-10-11 08:01:00,math, 0.36
2020-10-11 08:01:00,memory, 28
2020-10-12 08:01:00,math, 0.46
2020-10-12 08:01:00,memory, 9
2020-10-13 08:01:00,math, 3.67
2020-10-13 08:01:00,memory, 17
2020-10-14 08:01:00,math, 1.2
2020-10-14 08:01:00,memory, 9
2020-10-15 08:01:00,math, 2.73
2020-10-15 08:01:00,memory, 8
2020-10-16 08:01:00,math, 1.19
2020-10-16 08:01:00,memory, 29
2020-10-17 08:01:00,math, 3.82
2020-10-17 08:01:00,memory, 11
2020-10-18 08:01:00,math, 3.6
2020-10-18 08:01:00,memory, 24
2020-10-19 08:01:00,math, 0.84
2020-10-19 08:01:00,memory, 18
2020-10-20 08:01:00,math, 1.41
2020-10-20 08:01:00,memory, 22
2020-10-21 08:01:00,math, 3.42
2020-10-21 08:01:00,memory, 19
2020-10-22 08:01:00,math, 1.93
2020-10-22 08:01:00,memory, 15
2020-10-23 08:01:00,math, 0.87
2020-10-23 08:01:00,memory, 9
2020-10-24 08:01:00,math, 3.22
2020-10-24 08:01:00,memory, 12
2020-10-25 08:01:00,math, 0.47
2020-10-25 08:01:00,memory, 27
2020-10-26 08:01:00,math, 0.36
2020-10-26 08:01:00,memory, 30
2020-10-27 08:01:00,math, 3.13
2020-10-27 08:01:00,memory, 14
2020-10-28 08:01:00,math, 2.41
2020-10-28 08:01:00,memory, 8
2020-10-29 08:01:00,math, 3.77
2020-10-29 08:01:00,memory, 22
2020-10-30 08:01:00,math, 2.1
2020-10-30 08:01:00,memory, 18
2020-10-31 08:01:00,math, 1.58
2020-10-31 08:01:00,memory, 15
2020-11-01 08:01:00,math, 1.03
2020-11-01 08:01:00,memory, 13
2020-11-02 08:01:00,math, 1.24
2020-11-02 08:01:00,memory, 9
2020-11-03 08:01:00,math, 0.37
2020-11-03 08:01:00,memory, 14
2020-11-04 08:01:00,math, 3.1
2020-11-04 08:01:00,memory, 27
2020-11-05 08:01:00,math, 2.51
2020-11-05 08:01:00,memory, 26
2020-11-06 08:01:00,math, 2.18
2020-11-06 08:01:00,memory, 17
2020-11-07 08:01:00,math, 1.16
2020-11-07 08:01:00,memory, 11
2020-11-08 08:01:00,math, 3.96
2020-11-08 08:01:00,memory, 18
2020-11-09 08:01:00,math, 3.35
2020-11-09 08:01:00,memory, 28
2020-11-10 08:01:00,math, 0.67
2020-11-10 08:01:00,memory, 10
2020-11-11 08:01:00,math, 0.78
2020-11-11 08:01:00,memory, 8
2020-11-12 08:01:00,math, 1.4
2020-11-12 08:01:00,memory, 28
2020-11-13 08:01:00,math, 3.53
2020-11-13 08:01:00,memory, 18
2020-11-14 08:01:00,math, 0.91
2020-11-14 08:01:00,memory, 20
2020-11-15 08:01:00,math, 1.37
2020-11-15 08:01:00,memory, 15
2020-11-16 08:01:00,math, 0.49
2020-11-16 08:01:00,memory, 29
2020-11-17 08:01:00,math, 1.92
2020-11-17 08:01:00,memory, 22
2020-11-18 08:01:00,math, 2.42
2020-11-18 08:01:00,memory, 26
2020-11-19 08:01:00,math, 2.32
2020-11-19 08:01:00,memory, 20
2020-11-20 08:01:00,math, 3.36
2020-11-20 08:01:00,memory, 15
2020-11-21 08:01:00,math, 0.61
2020-11-21 08:01:00,memory, 26
2020-11-22 08:01:00,math, 1.99
2020-11-22 08:01:00,memory, 27
2020-11-23 08:01:00,math, 1.21
2020-11-23 08:01:00,memory, 18
2020-11-24 08:01:00,math, 3.69
2020-11-24 08:01:00,memory, 16
2020-11-25 08:01:00,math, 0.16
2020-11-25 08:01:00,memory, 12
2020-11-26 08:01:00,math, 2.48
2020-11-26 08:01:00,memory, 11
2020-11-27 08:01:00,math, 1.66
2020-11-27 08:01:00,memory, 19
2020-11-28 08:01:00,math, 2.59
2020-11-28 08:01:00,memory, 17
2020-11-29 08:01:00,math, 0.49
2020-11-29 08:01:00,memory, 12
2020-11-30 08:01:00,math, 2.9
2020-11-30 08:01:00,memory, 17
2020-12-01 08:01:00,math, 1.58
2020-12-01 08:01:00,memory, 8
2020-12-02 08:01:00,math, 2.86
2020-12-02 08:01:00,memory, 11
2020-12-03 08:01:00,math, 0.28
2020-12-03 08:01:00,memory, 9
2020-12-04 08:01:00,math, 0.56
2020-12-04 08:01:00,memory, 30
2020-12-05 08:01:00,math, 2.81
2020-12-05 08:01:00,memory, 26
2020-12-06 08:01:00,math, 1.15
2020-12-06 08:01:00,memory, 15
2020-12-07 08:01:00,math, 0.62
2020-12-07 08:01:00,memory, 15
2020-12-08 08:01:00,math, 2.06
2020-12-08 08:01:00,memory, 28
2020-12-09 08:01:00,math, 1.87
2020-12-09 08:01:00,memory, 19
2020-12-10 08:01:00,math, 0.63
2020-12-10 08:01:00,memory, 16
2020-12-11 08:01:00,math, 3.11
2020-12-11 08:01:00,memory, 20
2020-12-12 08:01:00,math, 2.1
2020-12-12 08:01:00,memory, 22
2020-12-13 08:01:00,math, 2.11
2020-12-13 08:01:00,memory, 30
2020-12-14 08:01:00,math, 0.78
2020-12-14 08:01:00,memory, 11
2020-12-15 08:01:00,math, 2.11
2020-12-15 08:01:00,memory, 24
2020-12-16 08:01:00,math, 1.44
2020-12-16 08:01:00,memory, 22
2020-12-17 08:01:00,math, 0.14
2020-12-17 08:01:00,memory, 8
2020-12-18 08:01:00,math, 3.26
2020-12-18 08:01:00,memory, 17
2020-12-19 08:01:00,math, 2.25
2020-12-19 08:01:00,memory, 10
2020-12-20 08:01:00,math, 1.68
2020-12-20 08:01:00,memory, 12
2020-12-21 08:01:00,math, 0.64
2020-12-21 08:01:00,memory, 12
2020-12-22 08:01:00,math, 0.67
2020-12-22 08:01:00,memory, 13
2020-12-23 08:01:00,math, 2.16
2020-12-23 08:01:00,memory, 14
2020-12-24 08:01:00,math, 0.44
