Date,Yawns,Sleeps,Yawns_increase,Sleeps_increase
2023-01-10 09:08:00,1,8,False,False
2023-01-10 09:08:30,1,8,False,False
2023-01-10 09:09:00,1,8,False,False
2023-01-10 09:09:30,1,8,False,False
2023-01-10 09:10:00,1,8,False,False
2023-01-10 09:10:30,1,8,False,False
2023-01-10 09:11:00,1,8,False,False
2023-01-10 09:11:30,1,8,False,False
2023-01-10 09:12:00,1,8,False,False
2023-01-10 09:12:30,1,8,False,False
2023-01-10 09:13:00,1,8,False,False
2023-01-10 09:13:30,1,8,False,False
2023-01-10 09:14:00,1,8,False,False
2023-01-10 09:14:30,1,8,False,False
2023-01-10 09:15:00,1,8,False,False
2023-01-10 09:15:30,1,8,False,False
2023-01-10 09:16:00,1,8,False,False
2023-01-10 09:16:30,1,8,False,False
2023-01-10 09:17:00,1,8,False,False
2023-01-10 09:17:30,1,8,False,False
2023-01-10 09:18:00,1,8,False,False
2023-01-10 09:18:30,1,8,False,False
2023-01-10 09:19:00,1,8,False,False
2023-01-10 09:19:30,1,8,False,False
2023-01-10 09:20:00,1,8,False,False
2023-01-10 09:20:30,1,8,False,False
2023-01-10 09:21:00,1,8,False,False
2023-01-10 09:21:30,1,9,False,True
2023-01-10 09:22:00,1,9,False,False
2023-01-10 09:22:30,1,9,False,False
2023-01-10 09:23:00,1,9,False,False
2023-01-10 09:23:30,1,9,False,False
2023-01-10 09:24:00,1,9,False,False
2023-01-10 09:24:30,1,9,False,False
2023-01-10 09:25:00,1,9,False,False
2023-01-10 09:25:30,1,9,False,False
2023-01-10 09:26:00,1,9,False,False
2023-01-10 09:26:30,1,9,False,False
2023-01-10 09:27:00,1,9,False,False
2023-01-10 09:27:30,1,9,False,False
2023-01-10 09:28:00,1,9,False,False
2023-01-10 09:28:30,1,9,False,False
2023-01-10 09:29:00,1,9,False,False
2023-01-10 09:29:30,1,9,False,False
2023-01-10 09:30:00,1,9,False,False
2023-01-10 09:30:30,1,9,False,False
2023-01-10 09:31:00,1,9,False,False
2023-01-10 09:31:30,1,9,False,False
2023-01-10 09:32:00,1,9,False,False
2023-01-10 09:32:30,1,9,False,False
2023-01-10 09:33:00,1,9,False,False
2023-01-10 09:33:30,1,9,False,False
2023-01-10 09:34:00,1,9,False,False
2023-01-10 09:34:30,1,9,False,False
2023-01-10 09:35:00,2,9,True,False
2023-01-10 09:35:30,2,9,False,False
2023-01-10 09:36:00,2,9,False,False
2023-01-10 09:36:30,2,9,False,False
2023-01-10 09:37:00,2,9,False,False
2023-01-10 09:37:30,2,10,False,True
2023-01-10 09:38:00,2,10,False,False
2023-01-10 09:38:30,2,10,False,False
2023-01-10 09:39:00,2,10,False,False
2023-01-10 09:39:30,2,10,False,False
2023-01-10 09:40:00,2,10,False,False
2023-01-10 09:40:30,2,10,False,False
2023-01-10 09:41:00,2,10,False,False
2023-01-10 09:41:30,2,10,False,False
2023-01-10 09:42:00,2,10,False,False
2023-01-10 09:42:30,2,10,False,False
2023-01-10 09:43:00,2,10,False,False
2023-01-10 09:43:30,2,10,False,False
2023-01-10 09:44:00,2,10,False,False
2023-01-10 09:44:30,2,10,False,False
2023-01-10 09:45:00,2,10,False,False
2023-01-10 09:45:30,2,10,False,False
2023-01-10 09:46:00,2,10,False,False
2023-01-10 09:46:30,2,10,False,False
2023-01-10 09:47:00,2,10,False,False
2023-01-10 09:47:30,2,10,False,False
2023-01-10 09:48:00,2,10,False,False
2023-01-10 09:48:30,2,10,False,False
2023-01-10 09:49:00,2,10,False,False
2023-01-10 09:49:30,2,10,False,False
2023-01-10 09:50:00,2,10,False,False
2023-01-10 09:50:30,2,10,False,False
2023-01-10 09:51:00,2,10,False,False
2023-01-10 09:51:30,2,10,False,False
2023-01-10 09:52:00,2,10,False,False
2023-01-10 09:52:30,2,10,False,False
2023-01-10 09:53:00,2,10,False,False
2023-01-10 09:53:30,2,10,False,False
2023-01-10 09:54:00,2,11,False,True
2023-01-10 09:54:30,2,11,False,False
2023-01-10 09:55:00,2,11,False,False
2023-01-10 09:55:30,2,11,False,False
2023-01-10 09:56:00,2,11,False,False
2023-01-10 09:56:30,2,11,False,False
2023-01-10 09:57:00,2,11,False,False
2023-01-10 09:57:30,2,11,False,False
2023-01-10 09:58:00,2,11,False,False
2023-01-10 09:58:30,2,11,False,False
2023-01-10 09:59:00,2,11,False,False
2023-01-10 09:59:30,2,11,False,False
2023-01-10 10:00:00,2,11,False,False
2023-01-10 10:00:30,2,11,False,False
2023-01-10 10:01:00,2,11,False,False
2023-01-10 10:01:30,2,11,False,False
2023-01-10 10:02:00,2,11,False,False
2023-01-10 10:02:30,2,11,False,False
2023-01-10 10:03:00,2,11,False,False
2023-01-10 10:03:30,2,11,False,False
2023-01-10 10:04:00,2,11,False,False
2023-01-10 10:04:30,2,11,False,False
2023-01-10 10:05:00,2,11,False,False
2023-01-10 10:05:30,2,12,False,True
2023-01-10 10:06:00,2,12,False,False
2023-01-10 10:06:30,2,12,False,False
2023-01-10 10:07:00,2,12,False,False
2023-01-10 10:07:30,2,12,False,False
2023-01-10 10:08:00,2,12,False,False
2023-01-10 10:08:30,2,12,False,False
2023-01-10 10:09:00,2,12,False,False
2023-01-10 10:09:30,2,12,False,False
2023-01-10 10:10:00,2,12,False,False
2023-01-10 10:10:30,2,12,False,False
2023-01-10 10:11:00,2,12,False,False
2023-01-10 10:11:30,2,12,False,False
2023-01-10 10:12:00,2,12,False,False
2023-01-10 10:12:30,2,12,False,False
2023-01-10 10:13:00,2,12,False,False
2023-01-10 10:13:30,3,12,True,False
2023-01-10 10:14:00,3,12,False,False
2023-01-10 10:14:30,3,12,False,False
2023-01-10 10:15:00,3,12,False,False
2023-01-10 10:15:30,3,12,False,False
2023-01-10 10:16:00,3,12,False,False
2023-01-10 10:16:30,3,12,False,False
2023-01-10 10:17:00,3,12,False,False
2023-01-10 10:17:30,3,12,False,False
2023-01-10 10:18:00,3,12,False,False
2023-01-10 10:18:30,3,12,False,False
2023-01-10 10:19:00,3,12,False,False
2023-01-10 10:19:30,3,12,False,False
2023-01-10 10:20:00,3,12,False,False
2023-01-10 10:20:30,3,12,False,False
2023-01-10 10:21:00,3,12,False,False
2023-01-10 10:21:30,3,12,False,False
2023-01-10 10:22:00,3,12,False,False
2023-01-10 10:22:30,3,12,False,False
2023-01-10 10:23:00,3,12,False,False
2023-01-10 10:23:30,3,12,False,False
2023-01-10 10:24:00,3,12,False,False
2023-01-10 10:24:30,3,12,False,False
2023-01-10 10:25:00,3,12,False,False
2023-01-10 10:25:30,3,12,False,False
2023-01-10 10:26:00,3,12,False,False
2023-01-10 10:26:30,3,12,False,False
2023-01-10 10:27:00,3,12,False,False
2023-01-10 10:27:30,3,12,False,False
2023-01-10 10:28:00,3,12,False,False
2023-01-10 10:28:30,3,12,False,False
2023-01-10 10:29:00,3,12,False,False
2023-01-10 10:29:30,3,12,False,False
2023-01-10 10:30:00,3,12,False,False
2023-01-10 10:30:30,3,12,False,False
2023-01-10 10:31:00,3,12,False,False
2023-01-10 10:31:30,3,12,False,False
2023-01-10 10:32:00,3,12,False,False
2023-01-10 10:32:30,3,12,False,False
2023-01-10 10:33:00,3,12,False,False
2023-01-10 10:33:30,3,12,False,False
2023-01-10 10:34:00,3,12,False,False
2023-01-10 10:34:30,3,12,False,False
2023-01-10 10:35:00,3,12,False,False
2023-01-10 10:35:30,3,12,False,False
2023-01-10 10:36:00,3,12,False,False
2023-01-10 10:36:30,3,12,False,False
2023-01-10 10:37:00,3,12,False,False
2023-01-10 10:37:30,3,12,False,False
2023-01-10 10:38:00,3,12,False,False
2023-01-10 10:38:30,3,12,False,False
2023-01-10 10:39:00,3,12,False,False
2023-01-10 10:39:30,3,12,False,False
2023-01-10 10:40:00,3,12,False,False
2023-01-10 10:40:30,3,12,False,False
2023-01-10 10:41:00,3,12,False,False
2023-01-10 10:41:30,3,12,False,False
2023-01-10 10:42:00,3,12,False,False
2023-01-10 10:42:30,3,12,False,False
2023-01-10 10:43:00,3,12,False,False
2023-01-10 10:43:30,3,12,False,False
2023-01-10 10:44:00,3,12,False,False
2023-01-10 10:44:30,3,12,False,False
2023-01-10 10:45:00,3,12,False,False
2023-01-10 10:45:30,3,12,False,False
2023-01-10 10:46:00,3,12,False,False
2023-01-10 10:46:30,3,13,False,True
2023-01-10 10:47:00,3,13,False,False
2023-01-10 10:47:30,3,13,False,False
2023-01-10 10:48:00,3,13,False,False
2023-01-10 10:48:30,3,13,False,False
2023-01-10 10:49:00,3,13,False,False
2023-01-10 10:49:30,3,13,False,False
2023-01-10 10:50:00,3,13,False,False
2023-01-10 10:50:30,3,13,False,False
2023-01-10 10:51:00,3,13,False,False
2023-01-10 10:51:30,3,13,False,False
2023-01-10 10:52:00,3,13,False,False
2023-01-10 10:52:30,3,13,False,False
2023-01-10 10:53:00,3,13,False,False
2023-01-10 10:53:30,3,13,False,False
2023-01-10 10:54:00,3,13,False,False
2023-01-10 10:54:30,3,14,False,True
2023-01-10 10:55:00,3,14,False,False
2023-01-10 10:55:30,3,14,False,False
2023-01-10 10:56:00,3,14,False,False
2023-01-10 10:56:30,3,14,False,False
2023-01-10 10:57:00,3,14,False,False
2023-01-10 10:57:30,3,14,False,False
2023-01-10 10:58:00,3,14,False,False
2023-01-10 10:58:30,3,14,False,False
2023-01-10 10:59:00,3,14,False,False
2023-01-10 10:59:30,3,14,False,False
2023-01-10 11:00:00,3,14,False,False
2023-01-10 11:00:30,3,14,False,False
2023-01-10 11:01:00,3,14,False,False
2023-01-10 11:01:30,3,14,False,False
2023-01-10 11:02:00,3,14,False,False
2023-01-10 11:02:30,3,14,False,False
2023-01-10 11:03:00,3,14,False,False
2023-01-10 11:03:30,3,14,False,False
2023-01-10 11:04:00,3,14,False,False
2023-01-10 11:04:30,3,14,False,False
2023-01-10 11:05:00,3,14,False,False
2023-01-10 11:05:30,3,14,False,False
2023-01-10 11:06:00,3,14,False,False
2023-01-10 11:06:30,4,14,True,False
2023-01-10 11:07:00,4,14,False,False
2023-01-10 11:07:30,4,14,False,False
2023-01-10 11:08:00,4,14,False,False
2023-01-10 11:08:30,4,14,False,False
2023-01-10 11:09:00,4,14,False,False
2023-01-10 11:09:30,5,14,True,False
2023-01-10 11:10:00,5,14,False,False
2023-01-10 11:10:30,5,14,False,False
2023-01-10 11:11:00,5,14,False,False
2023-01-10 11:11:30,5,14,False,False
2023-01-10 11:12:00,5,14,False,False
2023-01-10 11:12:30,5,14,False,False
2023-01-10 11:13:00,5,14,False,False
2023-01-10 11:13:30,5,14,False,False
2023-01-10 11:14:00,5,14,False,False
2023-01-10 11:14:30,5,14,False,False
2023-01-10 11:15:00,5,14,False,False
2023-01-10 11:15:30,5,14,False,False
2023-01-10 11:16:00,5,14,False,False
2023-01-10 11:16:30,5,14,False,False
2023-01-10 11:17:00,5,14,False,False
2023-01-10 11:17:30,5,14,False,False
2023-01-10 11:18:00,5,14,False,False
2023-01-10 11:18:30,5,14,False,False
2023-01-10 11:19:00,5,14,False,False
2023-01-10 11:19:30,5,15,False,True
2023-01-10 11:20:00,5,15,False,False
2023-01-10 11:20:30,5,15,False,False
2023-01-10 11:21:00,5,15,False,False
2023-01-10 11:21:30,5,15,False,False
2023-01-10 11:22:00,5,15,False,False
2023-01-10 11:22:30,5,15,False,False
2023-01-10 11:23:00,5,15,False,False
2023-01-10 11:23:30,5,15,False,False
2023-01-10 11:24:00,5,15,False,False
2023-01-10 11:24:30,6,15,True,False
2023-01-10 11:25:00,6,15,False,False
2023-01-10 11:25:30,6,15,False,False
2023-01-10 11:26:00,6,15,False,False
2023-01-10 11:26:30,6,15,False,False
2023-01-10 11:27:00,6,15,False,False
2023-01-10 11:27:30,6,15,False,False
2023-01-10 11:28:00,6,15,False,False
2023-01-10 11:28:30,6,15,False,False
2023-01-10 11:29:00,6,15,False,False
2023-01-10 11:29:30,6,15,False,False
2023-01-10 11:30:00,6,15,False,False
2023-01-10 11:30:30,6,15,False,False
2023-01-10 11:31:00,6,15,False,False
2023-01-10 11:31:30,6,15,False,False
2023-01-10 11:32:00,6,15,False,False
2023-01-10 11:32:30,6,15,False,False
2023-01-10 11:33:00,6,15,False,False
2023-01-10 11:33:30,6,15,False,False
2023-01-10 11:34:00,6,15,False,False
2023-01-10 11:34:30,6,15,False,False
2023-01-10 11:35:00,6,15,False,False
2023-01-10 11:35:30,6,15,False,False
2023-01-10 11:36:00,6,15,False,False
2023-01-10 11:36:30,6,15,False,False
2023-01-10 11:37:00,6,15,False,False
2023-01-10 11:37:30,6,15,False,False
2023-01-10 11:38:00,6,15,False,False
2023-01-10 11:38:30,6,15,False,False
2023-01-10 11:39:00,6,15,False,False
2023-01-10 11:39:30,6,15,False,False
2023-01-10 11:40:00,6,15,False,False
2023-01-10 11:40:30,6,15,False,False
2023-01-10 11:41:00,6,15,False,False
2023-01-10 11:41:30,6,15,False,False
2023-01-10 11:42:00,6,15,False,False
2023-01-10 11:42:30,6,16,False,True
2023-01-10 11:43:00,6,16,False,False
2023-01-10 11:43:30,6,16,False,False
2023-01-10 11:44:00,6,16,False,False
2023-01-10 11:44:30,6,16,False,False
2023-01-10 11:45:00,6,16,False,False
2023-01-10 11:45:30,6,16,False,False
2023-01-10 11:46:00,6,16,False,False
2023-01-10 11:46:30,6,16,False,False
2023-01-10 11:47:00,6,16,False,False
2023-01-10 11:47:30,6,16,False,False
2023-01-10 11:48:00,6,16,False,False
2023-01-10 11:48:30,6,16,False,False
2023-01-10 11:49:00,6,16,False,False
2023-01-10 11:49:30,6,16,False,False
2023-01-10 11:50:00,6,16,False,False
2023-01-10 11:50:30,6,16,False,False
2023-01-10 11:51:00,6,16,False,False
2023-01-10 11:51:30,6,16,False,False
2023-01-10 11:52:00,6,16,False,False
2023-01-10 11:52:30,6,16,False,False
2023-01-10 11:53:00,6,16,False,False
2023-01-10 11:53:30,6,16,False,False
2023-01-10 11:54:00,6,16,False,False
2023-01-10 11:54:30,6,16,False,False
2023-01-10 11:55:00,6,16,False,False
2023-01-10 11:55:30,6,16,False,False
2023-01-10 11:56:00,6,16,False,False
2023-01-10 11:56:30,6,16,False,False
2023-01-10 11:57:00,6,16,False,False
2023-01-10 11:57:30,6,16,False,False
2023-01-10 11:58:00,6,16,False,False
2023-01-10 11:58:30,6,16,False,False
2023-01-10 11:59:00,6,16,False,False
2023-01-10 11:59:30,6,16,False,False
2023-01-10 12:00:00,6,16,False,False
2023-01-10 12:00:30,6,16,False,False
2023-01-10 12:01:00,6,16,False,False
2023-01-10 12:01:30,6,16,False,False
2023-01-10 12:02:00,6,16,False,False
2023-01-10 12:02:30,6,16,False,False
2023-01-10 12:03:00,6,16,False,False
2023-01-10 12:03:30,6,16,False,False
2023-01-10 12:04:00,6,16,False,False
2023-01-10 12:04:30,6,16,False,False
2023-01-10 12:05:00,6,16,False,False
2023-01-10 12:05:30,6,16,False,False
2023-01-10 12:06:00,6,16,False,False
2023-01-10 12:06:30,6,16,False,False
2023-01-10 12:07:00,6,16,False,False
2023-01-10 12:07:30,6,16,False,False
2023-01-10 12:08:00,6,16,False,False
2023-01-10 12:08:30,6,16,False,False
2023-01-10 12:09:00,6,16,False,False
2023-01-10 12:09:30,6,16,False,False
2023-01-10 12:10:00,6,16,False,False
2023-01-10 12:10:30,6,16,False,False
2023-01-10 12:11:00,6,16,False,False
2023-01-10 12:11:30,6,16,False,False
2023-01-10 12:12:00,6,16,False,False
2023-01-10 12:12:30,6,16,False,False
2023-01-10 12:13:00,6,16,False,False
2023-01-10 12:13:30,6,16,False,False
2023-01-10 12:14:00,6,16,False,False
2023-01-10 12:14:30,6,16,False,False
2023-01-10 12:15:00,6,16,False,False
2023-01-10 12:15:30,6,16,False,False
2023-01-10 12:16:00,6,16,False,False
2023-01-10 12:16:30,6,16,False,False
2023-01-10 12:17:00,6,16,False,False
2023-01-10 12:17:30,6,16,False,False
2023-01-10 12:18:00,6,16,False,False
2023-01-10 12:18:30,6,16,False,False
2023-01-10 12:19:00,6,16,False,False
2023-01-10 12:19:30,6,16,False,False
2023-01-10 12:20:00,6,16,False,False
2023-01-10 12:20:30,6,16,False,False
2023-01-10 12:21:00,6,16,False,False
2023-01-10 12:21:30,6,16,False,False
2023-01-10 12:22:00,6,16,False,False
2023-01-10 12:22:30,6,16,False,False
2023-01-10 12:23:00,6,16,False,False
2023-01-10 12:23:30,6,16,False,False
2023-01-10 12:24:00,6,16,False,False
2023-01-10 12:24:30,6,16,False,False
2023-01-10 12:25:00,6,16,False,False
2023-01-10 12:25:30,6,16,False,False
2023-01-10 12:26:00,6,16,False,False
2023-01-10 12:26:30,6,16,False,False
2023-01-10 12:27:00,6,16,False,False
2023-01-10 12:27:30,6,16,False,False
2023-01-10 12:28:00,6,16,False,False
2023-01-10 12:28:30,6,16,False,False
2023-01-10 12:29:00,6,16,False,False
2023-01-10 12:29:30,6,16,False,False
2023-01-10 12:30:00,6,16,False,False
2023-01-10 12:30:30,6,16,False,False
2023-01-10 12:31:00,6,17,False,True
2023-01-10 12:31:30,6,17,False,False
2023-01-10 12:32:00,6,17,False,False
2023-01-10 12:32:30,6,17,False,False
2023-01-10 12:33:00,6,17,False,False
2023-01-10 12:33:30,6,17,False,False
2023-01-10 12:34:00,6,17,False,False
2023-01-10 12:34:30,6,17,False,False
2023-01-10 12:35:00,6,17,False,False
2023-01-10 12:35:30,6,17,False,False
2023-01-10 12:36:00,6,17,False,False
2023-01-10 12:36:30,6,17,False,False
2023-01-10 12:37:00,6,17,False,False
2023-01-10 12:37:30,6,17,False,False
2023-01-10 12:38:00,6,17,False,False
2023-01-10 12:38:30,6,17,False,False
2023-01-10 12:39:00,6,17,False,False
2023-01-10 12:39:30,6,17,False,False
2023-01-10 12:40:00,6,17,False,False
2023-01-10 12:40:30,6,17,False,False
2023-01-10 12:41:00,6,17,False,False
2023-01-10 12:41:30,6,17,False,False
2023-01-10 12:42:00,6,17,False,False
2023-01-10 12:42:30,6,17,False,False
2023-01-10 12:43:00,6,17,False,False
2023-01-10 12:43:30,6,17,False,False
2023-01-10 12:44:00,6,17,False,False
2023-01-10 12:44:30,6,17,False,False
2023-01-10 12:45:00,6,17,False,False
2023-01-10 12:45:30,6,17,False,False
2023-01-10 12:46:00,6,17,False,False
2023-01-10 12:46:30,6,17,False,False
2023-01-10 12:47:00,6,17,False,False
2023-01-10 12:47:30,6,17,False,False
2023-01-10 12:48:00,6,17,False,False
2023-01-10 12:48:30,6,17,False,False
2023-01-10 12:49:00,6,17,False,False
2023-01-10 12:49:30,6,17,False,False
2023-01-10 12:50:00,6,17,False,False
2023-01-10 12:50:30,6,17,False,False
2023-01-10 12:51:00,6,17,False,False
2023-01-10 12:51:30,6,17,False,False
2023-01-10 12:52:00,6,17,False,False
2023-01-10 12:52:30,6,17,False,False
2023-01-10 12:53:00,6,17,False,False
2023-01-10 12:53:30,6,17,False,False
2023-01-10 12:54:00,6,17,False,False
2023-01-10 12:54:30,6,17,False,False
2023-01-10 12:55:00,6,17,False,False
2023-01-10 12:55:30,6,17,False,False
2023-01-10 12:56:00,6,17,False,False
2023-01-10 12:56:30,6,17,False,False
2023-01-10 12:57:00,6,17,False,False
2023-01-10 12:57:30,6,17,False,False
2023-01-10 12:58:00,6,17,False,False
2023-01-10 12:58:30,6,17,False,False
2023-01-10 12:59:00,6,17,False,False
2023-01-10 12:59:30,6,17,False,False
2023-01-10 13:00:00,6,17,False,False
2023-01-10 13:00:30,6,17,False,False
2023-01-10 13:01:00,6,17,False,False
2023-01-10 13:01:30,6,17,False,False
2023-01-10 13:02:00,6,17,False,False
2023-01-10 13:02:30,6,17,False,False
2023-01-10 13:03:00,6,17,False,False
2023-01-10 13:03:30,6,17,False,False
2023-01-10 13:04:00,6,17,False,False
2023-01-10 13:04:30,6,17,False,False
2023-01-10 13:05:00,6,17,False,False
2023-01-10 13:05:30,6,17,False,False
2023-01-10 13:06:00,6,17,False,False
2023-01-10 13:06:30,6,17,False,False
2023-01-10 13:07:00,6,17,False,False
2023-01-10 13:07:30,6,17,False,False
2023-01-10 13:08:00,6,17,False,False
2023-01-10 13:08:30,6,17,False,False
2023-01-10 13:09:00,6,17,False,False
2023-01-10 13:09:30,6,17,False,False
2023-01-10 13:10:00,6,17,False,False
2023-01-10 13:10:30,6,17,False,False
2023-01-10 13:11:00,6,17,False,False
2023-01-10 13:11:30,6,17,False,False
2023-01-10 13:12:00,6,17,False,False
2023-01-10 13:12:30,6,17,False,False
2023-01-10 13:13:00,6,17,False,False
2023-01-10 13:13:30,6,17,False,False
2023-01-10 13:14:00,6,17,False,False
2023-01-10 13:14:30,6,17,False,False
2023-01-10 13:15:00,6,17,False,False
2023-01-10 13:15:30,6,17,False,False
2023-01-10 13:16:00,6,17,False,False
2023-01-10 13:16:30,6,17,False,False
2023-01-10 13:17:00,6,17,False,False
2023-01-10 13:17:30,6,17,False,False
2023-01-10 13:18:00,6,17,False,False
2023-01-10 13:18:30,6,17,False,False
2023-01-10 13:19:00,6,17,False,False
2023-01-10 13:19:30,6,17,False,False
2023-01-10 13:20:00,6,17,False,False
2023-01-10 13:20:30,6,17,False,False
2023-01-10 13:21:00,6,17,False,False
2023-01-10 13:21:30,6,17,False,False
2023-01-10 13:22:00,6,17,False,False
2023-01-10 13:22:30,6,17,False,False
2023-01-10 13:23:00,6,17,False,False
2023-01-10 13:23:30,6,17,False,False
2023-01-10 13:24:00,6,17,False,False
2023-01-10 13:24:30,6,17,False,False
2023-01-10 13:25:00,6,17,False,False
2023-01-10 13:25:30,6,17,False,False
2023-01-10 13:26:00,6,17,False,False
2023-01-10 13:26:30,6,17,False,False
2023-01-10 13:27:00,6,17,False,False
2023-01-10 13:27:30,6,17,False,False
2023-01-10 13:28:00,6,17,False,False
2023-01-10 13:28:30,6,17,False,False
2023-01-10 13:29:00,6,17,False,False
2023-01-10 13:29:30,6,17,False,False
2023-01-10 13:30:00,6,17,False,False
2023-01-10 13:30:30,6,17,False,False
2023-01-10 13:31:00,6,17,False,False
